station_id,dataset,parameter,date,value,quality
05692,climate_summary,precipitation_height,1975-01-01T00:00:00+00:00,507.1,5.0
05692,climate_summary,precipitation_height,1976-01-01T00:00:00+00:00,416.8,5.0
05692,climate_summary,precipitation_height,1977-01-01T00:00:00+00:00,555.4,5.0
05692,climate_summary,precipitation_height,1978-01-01T00:00:00+00:00,744.4,5.0
05692,climate_summary,precipitation_height,1979-01-01T00:00:00+00:00,617.1,5.0
05692,climate_summary,precipitation_height,1980-01-01T00:00:00+00:00,684.5,5.0
05692,climate_summary,precipitation_height,1981-01-01T00:00:00+00:00,857.7,10.0
05692,climate_summary,precipitation_height,1982-01-01T00:00:00+00:00,551.2,10.0
05692,climate_summary,precipitation_height,1983-01-01T00:00:00+00:00,629.7,10.0
05692,climate_summary,precipitation_height,1984-01-01T00:00:00+00:00,609.1,10.0
05692,climate_summary,precipitation_height,1985-01-01T00:00:00+00:00,466.7,10.0
05692,climate_summary,precipitation_height,1986-01-01T00:00:00+00:00,650.4,10.0
05692,climate_summary,precipitation_height,1987-01-01T00:00:00+00:00,785.5,10.0
05692,climate_summary,precipitation_height,1988-01-01T00:00:00+00:00,683.4,10.0
05692,climate_summary,precipitation_height,1989-01-01T00:00:00+00:00,553.6,10.0
05692,climate_summary,precipitation_height,1990-01-01T00:00:00+00:00,579.3,10.0
05692,climate_summary,precipitation_height,1991-01-01T00:00:00+00:00,398.8,9.0
05692,climate_summary,precipitation_height,1992-01-01T00:00:00+00:00,567.3,9.0
05692,climate_summary,precipitation_height,1993-01-01T00:00:00+00:00,525.3,9.0
05692,climate_summary,precipitation_height,1994-01-01T00:00:00+00:00,607.2,9.0
05692,climate_summary,precipitation_height,1995-01-01T00:00:00+00:00,688.3,9.0
05692,climate_summary,precipitation_height,1996-01-01T00:00:00+00:00,477.1,9.0
05692,climate_summary,precipitation_height,1997-01-01T00:00:00+00:00,476.8,9.0
05692,climate_summary,precipitation_height,1998-01-01T00:00:00+00:00,535.0,9.0
05692,climate_summary,precipitation_height,1999-01-01T00:00:00+00:00,507.0,9.0
05692,climate_summary,precipitation_height,2000-01-01T00:00:00+00:00,783.1,9.0
05692,climate_summary,precipitation_height,2001-01-01T00:00:00+00:00,585.4,9.0
05692,climate_summary,precipitation_height,2002-01-01T00:00:00+00:00,709.2,9.0
05692,climate_summary,precipitation_height,2005-01-01T00:00:00+00:00,425.6,9.0
05692,climate_summary,precipitation_height,2006-01-01T00:00:00+00:00,582.0,9.0
05692,climate_summary,precipitation_height,2007-01-01T00:00:00+00:00,511.2,9.0
05692,climate_summary,precipitation_height,2008-01-01T00:00:00+00:00,511.2,9.0
05692,climate_summary,precipitation_height,2009-01-01T00:00:00+00:00,549.5,9.0
05692,climate_summary,precipitation_height,2010-01-01T00:00:00+00:00,711.0,9.0
05692,climate_summary,precipitation_height,2011-01-01T00:00:00+00:00,492.4,9.0
05692,climate_summary,precipitation_height,2012-01-01T00:00:00+00:00,548.6,9.0
05692,climate_summary,precipitation_height,2013-01-01T00:00:00+00:00,636.9,9.0
05692,climate_summary,precipitation_height,2014-01-01T00:00:00+00:00,592.0,9.0
05692,climate_summary,precipitation_height,2015-01-01T00:00:00+00:00,392.3,9.0
05692,climate_summary,precipitation_height,2016-01-01T00:00:00+00:00,653.6,9.0
05692,climate_summary,precipitation_height,2017-01-01T00:00:00+00:00,504.1,9.0
05692,climate_summary,precipitation_height,2018-01-01T00:00:00+00:00,421.4,9.0
05692,climate_summary,precipitation_height,2019-01-01T00:00:00+00:00,568.7,9.0
05692,climate_summary,precipitation_height,2020-01-01T00:00:00+00:00,452.2,9.0
05692,climate_summary,precipitation_height,2021-01-01T00:00:00+00:00,561.4,9.0
05692,climate_summary,precipitation_height,2022-01-01T00:00:00+00:00,479.4,1.0

